기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2019	성북구	길음1동	외국인	201	4	13	5	8	31	8	24	28	23	22	10	8	9	5	1	1	1	-	-	-	-
2019	성북구	길음2동	계	16,620	678	712	616	783	1,063	1,111	1,170	1,424	1,301	1,562	1,367	1,285	1,170	838	596	456	294	122	43	11	18
2019	성북구	길음2동	한국인	16,486	676	710	615	783	1,024	1,096	1,149	1,411	1,294	1,557	1,353	1,278	1,163	838	595	456	294	122	43	11	18
2019	성북구	길음2동	외국인	134	2	2	1	-	39	15	21	13	7	5	14	7	7	-	1	-	-	-	-	-	-
2019	성북구	월곡1동	계	27,523	959	1,335	1,375	1,356	1,449	1,670	1,604	2,188	2,260	2,559	2,183	2,135	2,031	1,412	1,146	981	543	225	68	20	24
2019	성북구	월곡1동	한국인	27,325	956	1,331	1,374	1,353	1,438	1,648	1,571	2,157	2,238	2,541	2,168	2,109	2,025	1,410	1,146	980	543	225	68	20	24
2019	성북구	월곡1동	외국인	198	3	4	1	3	11	22	33	31	22	18	15	26	6	2	-	1	-	-	-	-	-
2019	성북구	월곡2동	계	20,509	587	697	710	827	1,775	1,964	1,447	1,518	1,355	1,665	1,543	1,538	1,473	1,048	878	715	454	213	75	16	11
2019	성북구	월곡2동	한국인	19,947	557	682	706	816	1,664	1,838	1,343	1,463	1,325	1,643	1,514	1,529	1,464	1,044	878	714	453	212	75	16	11
2019	성북구	월곡2동	외국인	562	30	15	4	11	111	126	104	55	30	22	29	9	9	4	-	1	1	1	-	-	-
2019	성북구	장위1동	계	20,592	465	578	675	1,005	1,515	1,518	1,267	1,275	1,349	1,737	1,966	1,959	1,702	1,203	886	764	459	177	65	13	14
2019	성북구	장위1동	한국인	20,388	459	574	672	1,000	1,502	1,492	1,238	1,246	1,321	1,717	1,955	1,944	1,693	1,200	885	763	459	176	65	13	14
2019	성북구	장위1동	외국인	204	6	4	3	5	13	26	29	29	28	20	11	15	9	3	1	1	-	1	-	-	-
2019	성북구	장위2동	계	13,972	252	359	404	575	878	953	784	861	867	1,197	1,294	1,304	1,207	961	794	644	375	160	55	21	27
2019	성북구	장위2동	한국인	13,732	246	350	393	572	851	916	754	832	848	1,174	1,279	1,284	1,205	954	793	643	375	160	55	21	27
2019	성북구	장위2동	외국인	240	6	9	11	3	27	37	30	29	19	23	15	20	2	7	1	1	-	-	-	-	-
2019	성북구	장위3동	계	17,580	889	842	623	868	1,118	1,166	1,184	1,683	1,310	1,496	1,457	1,369	1,237	797	621	487	273	96	41	11	12
2019	성북구	장위3동	한국인	17,366	885	838	622	861	1,071	1,122	1,146	1,659	1,298	1,486	1,448	1,362	1,230	797	621	487	273	96	41	11	12
2019	성북구	장위3동	외국인	214	4	4	1	7	47	44	38	24	12	10	9	7	7	-	-	-	-	-	-	-	-
2019	성북구	성북동	계	17,584	388	517	568	756	1,262	1,605	1,402	1,292	1,184	1,584	1,449	1,392	1,169	833	730	658	442	213	87	38	15
2019	성북구	성북동	한국인	17,054	381	500	546	732	1,203	1,552	1,328	1,241	1,141	1,535	1,398	1,347	1,153	825	727	653	441	211	87	38	15
2019	성북구	성북동	외국인	530	7	17	22	24	59	53	74	51	43	49	51	45	16	8	3	5	1	2	-	-	-
2019	성북구	삼선동	계	26,013	550	797	888	1,333	2,324	2,526	1,955	1,863	1,784	2,332	2,083	1,919	1,665	1,125	1,047	887	569	226	86	21	33
2019	성북구	삼선동	한국인	25,337	540	791	885	1,237	2,060	2,442	1,891	1,813	1,763	2,313	2,063	1,902	1,654	1,122	1,043	885	567	226	86	21	33
2019	성북구	삼선동	외국인	676	10	6	3	96	264	84	64	50	21	19	20	17	11	3	4	2	2	-	-	-	-
2019	성북구	동선동	계	16,276	290	349	377	727	2,484	2,382	1,485	1,126	968	1,159	968	916	844	590	586	516	292	132	53	15	17
2019	성북구	동선동	한국인	15,425	285	343	375	646	2,014	2,239	1,436	1,105	962	1,142	957	901	837	585	583	511	289	130	53	15	17
2019	성북구	동선동	외국인	851	5	6	2	81	470	143	49	21	6	17	11	15	7	5	3	5	3	2	-	-	-
2019	성북구	종암동	계	42,068	1,250	1,727	1,811	2,249	3,737	3,376	2,548	2,989	3,079	3,738	3,340	3,133	2,774	1,797	1,561	1,315	961	419	169	53	42
2019	성북구	종암동	한국인	40,190	1,231	1,715	1,807	2,042	2,833	2,991	2,419	2,935	3,043	3,705	3,301	3,099	2,760	1,795	1,558	1,312	961	419	169	53	42
2019	성북구	종암동	외국인	1,878	19	12	4	207	904	385	129	54	36	33	39	34	14	2	3	3	-	-	-	-	-
2019	성북구	석관동	계	36,507	1,060	1,120	1,065	1,371	2,639	2,893	2,433	2,811	2,382	3,042	2,974	3,197	2,994	2,109	1,722	1,434	822	290	103	30	16
2019	성북구	석관동	한국인	35,570	1,030	1,095	1,048	1,354	2,373	2,743	2,324	2,739	2,332	3,004	2,918	3,136	2,967	2,099	1,718	1,433	819	289	103	30	16
2019	성북구	석관동	외국인	937	30	25	17	17	266	150	109	72	50	38	56	61	27	10	4	1	3	1	-	-	-
2019	강북구	소계	계	317,695	7,766	9,801	10,322	13,476	20,968	23,504	19,498	22,375	21,993	27,478	26,808	27,489	25,640	18,748	16,247	13,379	7,636	2,929	1,084	318	236
2019	강북구	소계	한국인	313,954	7,679	9,741	10,294	13,366	20,366	22,984	19,007	22,028	21,731	27,198	26,488	27,118	25,480	18,697	16,218	13,369	7,632	2,925	1,082	317	234
2019	강북구	소계	외국인	3,741	87	60	28	110	602	520	491	347	262	280	320	371	160	51	29	10	4	4	2	1	2
2019	강북구	번1동	계	19,614	377	422	476	715	1,496	1,928	1,498	1,492	1,435	1,638	1,612	1,592	1,506	1,035	1,001	745	422	135	63	19	7
2019	강북구	번1동	한국인	19,204	362	415	473	705	1,400	1,866	1,451	1,461	1,400	1,616	1,587	1,562	1,490	1,030	996	744	422	135	63	19	7
2019	강북구	번1동	외국인	410	15	7	3	10	96	62	47	31	35	22	25	30	16	5	5	1	-	-	-	-	-
2019	강북구	번2동	계	17,102	366	453	481	717	1,064	1,128	889	1,134	1,129	1,523	1,376	1,529	1,500	1,141	1,083	882	451	183	54	14	5
2019	강북구	번2동	한국인	16,967	362	450	478	713	1,056	1,111	872	1,121	1,125	1,497	1,364	1,516	1,494	1,138	1,082	881	451	183	54	14	5
2019	강북구	번2동	외국인	135	4	3	3	4	8	17	17	13	4	26	12	13	6	3	1	1	-	-	-	-	-
2019	강북구	번3동	계	18,251	453	614	643	854	1,083	1,024	821	1,154	1,286	1,579	1,386	1,483	1,426	1,203	1,330	1,150	492	179	62	19	10
2019	강북구	번3동	한국인	18,165	453	614	642	851	1,075	1,011	803	1,146	1,278	1,576	1,373	1,480	1,419	1,203	1,329	1,150	492	179	62	19	10
2019	강북구	번3동	외국인	86	-	-	1	3	8	13	18	8	8	3	13	3	7	-	1	-	-	-	-	-	-
2019	강북구	수유1동	계	21,841	539	608	620	843	1,417	1,826	1,442	1,530	1,415	1,729	1,844	2,006	1,821	1,329	1,095	875	530	234	79	23	36
2019	강북구	수유1동	한국인	21,568	534	606	618	838	1,382	1,785	1,398	1,497	1,399	1,714	1,816	1,979	1,806	1,325	1,094	875	530	234	79	23	36
2019	강북구	수유1동	외국인	273	5	2	2	5	35	41	44	33	16	15	28	27	15	4	1	-	-	-	-	-	-
2019	강북구	수유2동	계	21,939	546	625	628	905	1,513	1,630	1,228	1,424	1,428	1,808	1,928	1,962	1,843	1,333	1,124	1,015	611	270	94	20	4
2019	강북구	수유2동	한국인	21,798	541	623	627	902	1,487	1,614	1,216	1,412	1,409	1,798	1,915	1,953	1,834	1,332	1,122	1,015	611	270	93	20	4
2019	강북구	수유2동	외국인	141	5	2	1	3	26	16	12	12	19	10	13	9	9	1	2	-	-	-	1	-	-
2019	강북구	수유3동	계	24,064	473	492	471	763	1,861	2,447	1,870	1,823	1,519	1,938	2,073	2,035	1,953	1,348	1,165	971	561	193	69	25	14
2019	강북구	수유3동	한국인	23,684	470	486	470	752	1,779	2,381	1,817	1,793	1,496	1,913	2,048	1,997	1,942	1,345	1,163	970	561	193	69	25	14
2019	강북구	수유3동	외국인	380	3	6	1	11	82	66	53	30	23	25	25	38	11	3	2	1	-	-	-	-	-
2019	강북구	삼양동	계	25,537	663	807	870	1,271	1,600	1,698	1,448	1,834	1,702	2,280	2,241	2,280	2,130	1,538	1,245	997	565	219	90	28	31
2019	강북구	삼양동	한국인	25,345	661	807	870	1,263	1,573	1,667	1,417	1,811	1,684	2,268	2,229	2,262	2,121	1,537	1,245	997	565	219	90	28	31
2019	강북구	삼양동	외국인	192	2	-	-	8	27	31	31	23	18	12	12	18	9	1	-	-	-	-	-	-	-
2019	강북구	미아동	계	22,814	413	542	606	860	1,848	2,055	1,583	1,534	1,410	1,848	1,899	2,078	1,895	1,331	1,090	959	561	207	69	16	10
2019	강북구	미아동	한국인	22,289	397	526	602	843	1,729	1,985	1,513	1,491	1,387	1,809	1,867	2,042	1,870	1,324	1,087	958	559	206	69	16	9
2019	강북구	미아동	외국인	525	16	16	4	17	119	70	70	43	23	39	32	36	25	7	3	1	2	1	-	-	1
2019	강북구	송중동	계	31,153	745	902	980	1,248	2,056	2,391	2,151	2,276	2,201	2,670	2,573	2,753	2,485	1,906	1,538	1,226	660	249	89	27	27
2019	강북구	송중동	한국인	30,549	727	892	973	1,215	1,954	2,316	2,085	2,229	2,167	2,625	2,513	2,688	2,460	1,895	1,534	1,226	660	248	89	27	26
2019	강북구	송중동	외국인	604	18	10	7	33	102	75	66	47	34	45	60	65	25	11	4	-	-	1	-	-	1
2019	강북구	송천동	계	28,628	582	673	770	1,075	1,748	2,165	1,715	1,894	1,822	2,353	2,632	2,759	2,623	1,846	1,539	1,265	739	273	100	34	21
2019	강북구	송천동	한국인	28,141	576	668	768	1,066	1,694	2,100	1,662	1,859	1,782	2,312	2,574	2,676	2,603	1,839	1,535	1,261	738	273	100	34	21
2019	강북구	송천동	외국인	487	6	5	2	9	54	65	53	35	40	41	58	83	20	7	4	4	1	-	-	-	-
2019	강북구	삼각산동	계	32,900	1,237	2,007	2,042	2,149	1,967	1,513	1,563	2,577	3,136	3,706	2,732	2,250	1,867	1,342	1,099	850	533	206	78	21	25
2019	강북구	삼각산동	한국인	32,767	1,233	2,003	2,041	2,148	1,961	1,501	1,541	2,553	3,122	3,694	2,722	2,239	1,861	1,339	1,097	849	533	206	78	21	25
2019	강북구	삼각산동	외국인	133	4	4	1	1	6	12	22	24	14	12	10	11	6	3	2	1	-	-	-	-	-
2019	강북구	우이동	계	21,391	571	650	677	806	1,345	1,412	1,316	1,454	1,397	1,737	1,790	1,889	1,790	1,348	1,188	1,013	615	227	102	34	30
2019	강북구	우이동	한국인	21,247	570	648	677	804	1,333	1,399	1,287	1,433	1,384	1,724	1,777	1,876	1,785	1,345	1,187	1,012	615	225	102	34	30
2019	강북구	우이동	외국인	144	1	2	-	2	12	13	29	21	13	13	13	13	5	3	1	1	-	2	-	-	-
2019	강북구	인수동	계	32,461	801	1,006	1,058	1,270	1,970	2,287	1,974	2,249	2,113	2,669	2,722	2,873	2,801	2,048	1,750	1,431	896	354	135	38	16
2019	강북구	인수동	한국인	32,230	793	1,003	1,055	1,266	1,943	2,248	1,945	2,222	2,098	2,652	2,703	2,848	2,795	2,045	1,747	1,431	895	354	134	37	16
2019	강북구	인수동	외국인	231	8	3	3	4	27	39	29	27	15	17	19	25	6	3	3	-	1	-	1	1	-
2019	도봉구	소계	계	335,631	9,189	11,571	11,975	15,836	21,808	23,806	20,247	23,709	22,685	28,767	28,915	29,964	28,445	19,006	14,951	12,190	7,449	3,399	1,244	316	159
2019	도봉구	소계	한국인	333,362	9,127	11,538	11,949	15,782	21,472	23,450	19,893	23,483	22,498	28,573	28,740	29,815	28,378	18,979	14,937	12,185	7,447	3,398	1,243	316	159
2019	도봉구	소계	외국인	2,269	62	33	26	54	336	356	354	226	187	194	175	149	67	27	14	5	2	1	1	-	-
2019	도봉구	쌍문1동	계	22,364	554	732	746	1,048	1,617	1,668	1,276	1,418	1,538	1,902	1,872	1,923	1,894	1,267	1,077	963	538	206	85	21	19
2019	도봉구	쌍문1동	한국인	22,112	551	729	745	1,040	1,531	1,621	1,245	1,400	1,520	1,891	1,861	1,914	1,890	1,266	1,076	963	538	206	85	21	19
2019	도봉구	쌍문1동	외국인	252	3	3	1	8	86	47	31	18	18	11	11	9	4	1	1	-	-	-	-	-	-
2019	도봉구	쌍문2동	계	20,025	558	605	599	920	1,253	1,523	1,261	1,563	1,317	1,628	1,667	1,755	1,737	1,171	910	731	471	242	73	26	15
2019	도봉구	쌍문2동	한국인	19,825	554	605	598	918	1,222	1,458	1,231	1,549	1,304	1,623	1,649	1,747	1,732	1,170	909	730	470	242	73	26	15
2019	도봉구	쌍문2동	외국인	200	4	-	1	2	31	65	30	14	13	5	18	8	5	1	1	1	1	-	-	-	-
2019	도봉구	쌍문3동	계	17,262	440	463	466	690	1,151	1,445	1,247	1,295	1,196	1,363	1,429	1,475	1,355	1,021	858	737	384	167	58	16	6
2019	도봉구	쌍문3동	한국인	17,086	436	461	463	684	1,125	1,425	1,217	1,286	1,180	1,348	1,412	1,458	1,350	1,017	857	736	384	167	58	16	6
2019	도봉구	쌍문3동	외국인	176	4	2	3	6	26	20	30	9	16	15	17	17	5	4	1	1	-	-	-	-	-
2019	도봉구	쌍문4동	계	19,811	533	800	949	1,200	1,332	1,366	1,124	1,368	1,305	1,864	1,746	1,808	1,673	960	614	531	361	174	87	12	4
2019	도봉구	쌍문4동	한국인	19,766	531	800	946	1,199	1,330	1,359	1,116	1,366	1,301	1,859	1,744	1,805	1,670	959	612	531	361	174	87	12	4
2019	도봉구	쌍문4동	외국인	45	2	-	3	1	2	7	8	2	4	5	2	3	3	1	2	-	-	-	-	-	-
2019	도봉구	방학1동	계	30,056	722	993	1,049	1,370	2,043	2,151	1,648	1,975	1,998	2,527	2,739	2,866	2,673	1,738	1,437	1,108	600	262	111	36	10
2019	도봉구	방학1동	한국인	29,761	719	991	1,047	1,360	1,966	2,111	1,615	1,942	1,982	2,507	2,718	2,848	2,661	1,733	1,435	1,107	600	262	111	36	10
2019	도봉구	방학1동	외국인	295	3	2	2	10	77	40	33	33	16	20	21	18	12	5	2	1	-	-	-	-	-
2019	도봉구	방학2동	계	21,140	461	636	614	965	1,419	1,468	1,146	1,354	1,320	1,834	1,985	1,969	1,886	1,327	1,059	870	492	216	86	17	16
2019	도봉구	방학2동	한국인	20,950	456	631	614	963	1,398	1,448	1,132	1,340	1,299	1,798	1,961	1,953	1,877	1,325	1,058	870	492	216	86	17	16
2019	도봉구	방학2동	외국인	190	5	5	-	2	21	20	14	14	21	36	24	16	9	2	1	-	-	-	-	-	-
2019	도봉구	방학3동	계	28,782	864	1,264	1,397	1,587	1,779	1,862	1,565	1,839	1,957	2,579	2,421	2,667	2,565	1,511	1,024	829	590	338	116	21	7
2019	도봉구	방학3동	한국인	28,703	861	1,263	1,397	1,586	1,773	1,849	1,547	1,830	1,946	2,573	2,417	2,661	2,564	1,511	1,024	829	590	338	116	21	7
2019	도봉구	방학3동	외국인	79	3	1	-	1	6	13	18	9	11	6	4	6	1	-	-	-	-	-	-	-	-
2019	도봉구	창1동	계	26,271	688	1,034	1,110	1,287	1,693	1,761	1,671	1,989	1,992	2,449	2,217	2,117	2,028	1,331	1,071	909	546	260	87	22	9
2019	도봉구	창1동	한국인	26,101	682	1,031	1,107	1,285	1,679	1,739	1,645	1,972	1,972	2,431	2,207	2,103	2,019	1,328	1,070	908	546	259	87	22	9
2019	도봉구	창1동	외국인	170	6	3	3	2	14	22	26	17	20	18	10	14	9	3	1	1	-	1	-	-	-
2019	도봉구	창2동	계	30,498	1,011	1,070	1,035	1,410	1,984	2,263	2,108	2,421	2,139	2,670	2,667	2,633	2,337	1,557	1,224	1,015	617	250	69	16	2
2019	도봉구	창2동	한국인	30,217	993	1,065	1,029	1,404	1,966	2,221	2,060	2,386	2,114	2,650	2,637	2,612	2,333	1,554	1,224	1,015	617	250	69	16	2
2019	도봉구	창2동	외국인	281	18	5	6	6	18	42	48	35	25	20	30	21	4	3	-	-	-	-	-	-	-
2019	도봉구	창3동	계	14,777	399	482	483	667	948	1,012	821	1,044	979	1,307	1,364	1,353	1,156	883	705	627	336	137	49	15	10
2019	도봉구	창3동	한국인	14,678	394	480	483	664	939	997	807	1,034	972	1,296	1,355	1,343	1,154	881	705	627	336	137	49	15	10
2019	도봉구	창3동	외국인	99	5	2	-	3	9	15	14	10	7	11	9	10	2	2	-	-	-	-	-	-	-
2019	도봉구	창4동	계	27,873	835	1,114	1,283	1,585	1,975	1,883	1,560	1,975	2,030	2,659	2,570	2,427	2,088	1,175	962	749	551	307	105	33	7
2019	도봉구	창4동	한국인	27,774	833	1,110	1,279	1,584	1,965	1,867	1,536	1,959	2,024	2,654	2,566	2,424	2,088	1,174	959	749	551	307	105	33	7
2019	도봉구	창4동	외국인	99	2	4	4	1	10	16	24	16	6	5	4	3	-	1	3	-	-	-	-	-	-
2019	도봉구	창5동	계	25,802	801	894	884	1,274	1,752	1,972	1,836	1,933	1,642	2,098	2,218	2,345	2,135	1,387	962	768	542	222	100	25	12
2019	도봉구	창5동	한국인	25,684	799	894	883	1,271	1,735	1,956	1,801	1,921	1,632	2,088	2,213	2,340	2,134	1,386	962	768	542	222	100	25	12
2019	도봉구	창5동	외국인	118	2	-	1	3	17	16	35	12	10	10	5	5	1	1	-	-	-	-	-	-	-
2019	도봉구	도봉1동	계	22,293	428	548	532	785	1,272	1,514	1,229	1,368	1,369	1,770	1,859	2,128	2,104	1,696	1,451	1,165	661	287	80	32	15
2019	도봉구	도봉1동	한국인	22,141	423	548	531	780	1,265	1,490	1,199	1,352	1,357	1,752	1,849	2,117	2,096	1,694	1,450	1,164	660	287	80	32	15
2019	도봉구	도봉1동	외국인	152	5	-	1	5	7	24	30	16	12	18	10	11	8	2	1	1	1	-	-	-	-
2019	도봉구	도봉2동	계	28,677	895	936	828	1,048	1,590	1,918	1,755	2,167	1,903	2,117	2,161	2,498	2,814	1,982	1,597	1,188	760	331	138	24	27
2019	도봉구	도봉2동	한국인	28,564	895	930	827	1,044	1,578	1,909	1,742	2,146	1,895	2,103	2,151	2,490	2,810	1,981	1,596	1,188	760	331	137	24	27
2019	도봉구	도봉2동	외국인	113	-	6	1	4	12	9	13	21	8	14	10	8	4	1	1	-	-	-	1	-	-
2019	노원구	소계	계	537,303	15,356	20,550	24,639	32,536	40,380	36,196	31,073	37,088	39,444	50,962	46,364	43,038	38,754	26,350	20,311	16,257	10,467	5,044	1,749	492	253
2019	노원구	소계	한국인	532,905	15,274	20,491	24,612	32,236	39,067	35,514	30,568	36,762	39,176	50,728	46,130	42,826	38,667	26,313	20,295	16,247	10,463	5,044	1,748	492	252
2019	노원구	소계	외국인	4,398	82	59	27	300	1,313	682	505	326	268	234	234	212	87	37	16	10	4	-	1	-	1
2019	노원구	월계1동	계	23,883	632	770	810	1,057	2,379	1,987	1,447	1,627	1,726	1,892	1,829	1,886	1,765	1,333	1,129	810	485	201	85	21	12
2019	노원구	월계1동	한국인	23,200	618	763	808	1,025	2,057	1,869	1,378	1,598	1,697	1,874	1,817	1,862	1,760	1,331	1,129	810	485	201	85	21	12
2019	노원구	월계1동	외국인	683	14	7	2	32	322	118	69	29	29	18	12	24	5	2	-	-	-	-	-	-	-
2019	노원구	월계2동	계	27,289	827	986	971	1,324	1,692	1,505	1,425	1,953	2,068	2,340	2,228	2,301	2,409	1,812	1,307	1,050	572	359	108	40	12
2019	노원구	월계2동	한국인	27,140	822	983	969	1,320	1,669	1,494	1,406	1,936	2,054	2,326	2,210	2,287	2,408	1,810	1,306	1,049	572	359	108	40	12
2019	노원구	월계2동	외국인	149	5	3	2	4	23	11	19	17	14	14	18	14	1	2	1	1	-	-	-	-	-
2019	노원구	월계3동	계	31,593	1,233	1,310	1,077	1,230	1,743	2,003	2,207	2,784	2,337	2,503	2,420	2,543	2,593	1,892	1,440	1,121	700	314	111	19	13
2019	노원구	월계3동	한국인	31,396	1,219	1,301	1,076	1,227	1,734	1,978	2,165	2,761	2,324	2,486	2,401	2,531	2,588	1,889	1,439	1,120	700	314	111	19	13
2019	노원구	월계3동	외국인	197	14	9	1	3	9	25	42	23	13	17	19	12	5	3	1	1	-	-	-	-	-
2019	노원구	공릉2동	계	41,071	1,345	1,827	2,159	2,693	3,862	3,039	2,520	3,016	3,170	3,787	3,238	2,971	2,540	1,673	1,264	927	612	278	109	28	13
2019	노원구	공릉2동	한국인	40,443	1,335	1,822	2,155	2,587	3,628	2,937	2,462	2,985	3,145	3,775	3,225	2,959	2,532	1,669	1,261	927	611	278	109	28	13
2019	노원구	공릉2동	외국인	628	10	5	4	106	234	102	58	31	25	12	13	12	8	4	3	-	1	-	-	-	-
2019	노원구	하계1동	계	29,305	550	714	1,338	2,365	3,489	2,234	1,441	1,447	1,726	2,794	2,658	2,451	2,012	1,299	978	799	590	299	90	24	7
2019	노원구	하계1동	한국인	28,687	548	708	1,337	2,307	3,148	2,128	1,405	1,426	1,708	2,784	2,652	2,446	2,007	1,298	977	798	590	299	90	24	7
2019	노원구	하계1동	외국인	618	2	6	1	58	341	106	36	21	18	10	6	5	5	1	1	1	-	-	-	-	-
2019	노원구	하계2동	계	23,318	621	987	1,416	1,608	1,757	1,515	1,264	1,380	1,827	2,429	2,129	1,942	1,448	892	769	586	449	209	62	24	4
2019	노원구	하계2동	한국인	23,258	621	987	1,415	1,605	1,753	1,508	1,254	1,374	1,822	2,421	2,121	1,939	1,447	891	766	586	449	209	62	24	4
2019	노원구	하계2동	외국인	60	-	-	1	3	4	7	10	6	5	8	8	3	1	1	3	-	-	-	-	-	-
2019	노원구	중계본동	계	25,875	423	1,250	2,078	2,567	2,011	1,444	834	1,147	2,097	3,299	2,666	2,060	1,453	764	606	504	399	175	64	21	13
2019	노원구	중계본동	한국인	25,804	423	1,249	2,078	2,565	2,007	1,437	826	1,136	2,091	3,288	2,660	2,051	1,449	762	606	504	399	175	64	21	13
2019	노원구	중계본동	외국인	71	-	1	-	2	4	7	8	11	6	11	6	9	4	2	-	-	-	-	-	-	-
2019	노원구	중계1동	계	28,061	416	1,570	2,913	3,058	1,903	1,291	769	1,279	2,583	4,232	2,753	1,814	1,251	693	531	464	318	159	39	13	12
2019	노원구	중계1동	한국인	27,979	416	1,569	2,913	3,058	1,888	1,267	758	1,269	2,576	4,225	2,750	1,812	1,251	692	530	464	318	159	39	13	12
2019	노원구	중계1동	외국인	82	-	1	-	-	15	24	11	10	7	7	3	2	-	1	1	-	-	-	-	-	-
2019	노원구	중계4동	계	21,324	509	766	1,003	1,520	1,507	1,162	904	1,222	1,526	2,217	1,971	1,706	1,505	1,125	1,041	799	494	237	79	20	11
2019	노원구	중계4동	한국인	21,259	506	764	1,000	1,519	1,500	1,155	897	1,215	1,519	2,211	1,967	1,702	1,503	1,122	1,040	798	494	237	79	20	11
2019	노원구	중계4동	외국인	65	3	2	3	1	7	7	7	7	7	6	4	4	2	3	1	1	-	-	-	-	-
2019	노원구	상계1동	계	40,121	1,180	1,407	1,511	2,070	2,785	2,804	2,375	2,809	2,628	3,429	3,539	3,688	3,438	2,196	1,541	1,278	834	362	154	46	47
2019	노원구	상계1동	한국인	39,955	1,177	1,407	1,510	2,069	2,769	2,779	2,351	2,792	2,608	3,416	3,523	3,675	3,434	2,191	1,538	1,275	833	362	153	46	47
2019	노원구	상계1동	외국인	166	3	-	1	1	16	25	24	17	20	13	16	13	4	5	3	3	1	-	1	-	-
2019	노원구	상계2동	계	21,220	465	601	777	1,281	1,701	1,740	1,212	1,305	1,355	1,940	2,078	1,980	1,670	1,070	765	636	383	169	59	20	13
2019	노원구	상계2동	한국인	21,044	463	597	776	1,279	1,681	1,719	1,189	1,283	1,338	1,918	2,053	1,966	1,669	1,069	765	635	383	169	59	20	13
2019	노원구	상계2동	외국인	176	2	4	1	2	20	21	23	22	17	22	25	14	1	1	-	1	-	-	-	-	-
2019	노원구	상계5동	계	25,483	509	721	878	1,379	1,757	1,817	1,347	1,481	1,622	2,391	2,379	2,314	2,101	1,465	1,230	1,037	585	303	113	29	25
2019	노원구	상계5동	한국인	25,335	506	717	873	1,376	1,749	1,800	1,328	1,461	1,611	2,375	2,365	2,291	2,097	1,464	1,230	1,037	585	303	113	29	25
2019	노원구	상계5동	외국인	148	3	4	5	3	8	17	19	20	11	16	14	23	4	1	-	-	-	-	-	-	-
2019	노원구	상계8동	계	23,953	1,508	1,275	1,062	1,247	1,230	1,446	2,382	2,746	2,088	2,031	1,673	1,334	1,278	920	671	477	338	174	52	17	4
2019	노원구	상계8동	한국인	23,904	1,508	1,275	1,062	1,246	1,228	1,443	2,371	2,737	2,081	2,026	1,671	1,329	1,276	918	671	477	338	174	52	17	4
2019	노원구	상계8동	외국인	49	-	-	-	1	2	3	11	9	7	5	2	5	2	2	-	-	-	-	-	-	-
2019	노원구	상계9동	계	21,919	702	891	1,018	1,341	1,479	1,302	1,342	1,644	1,690	2,099	1,996	1,674	1,592	1,099	764	585	397	211	71	19	3
2019	노원구	상계9동	한국인	21,825	700	887	1,018	1,339	1,473	1,291	1,323	1,634	1,677	2,093	1,991	1,663	1,590	1,097	764	585	396	211	71	19	3
2019	노원구	상계9동	외국인	94	2	4	-	2	6	11	19	10	13	6	5	11	2	2	-	-	1	-	-	-	-
2019	노원구	상계10동	계	16,619	537	546	621	887	1,216	1,217	1,286	1,326	1,156	1,538	1,587	1,320	1,244	754	512	359	293	153	50	12	5
2019	노원구	상계10동	한국인	16,555	536	542	621	885	1,210	1,208	1,272	1,319	1,150	1,535	1,581	1,316	1,242	754	512	359	293	153	50	12	5
2019	노원구	상계10동	외국인	64	1	4	-	2	6	9	14	7	6	3	6	4	2	-	-	-	-	-	-	-	-
2019	노원구	상계3.4동	계	25,818	470	798	830	1,252	1,584	1,544	1,214	1,500	1,651	2,241	2,295	2,436	2,346	1,697	1,434	1,273	787	306	99	34	27
2019	노원구	상계3.4동	한국인	25,697	467	795	830	1,252	1,579	1,531	1,196	1,487	1,641	2,225	2,279	2,424	2,338	1,696	1,432	1,273	786	306	99	34	27
2019	노원구	상계3.4동	외국인	121	3	3	-	-	5	13	18	13	10	16	16	12	8	1	2	-	1	-	-	-	-
2019	노원구	상계6.7동	계	34,648	1,322	1,510	1,493	1,818	2,321	2,455	2,332	2,829	2,696	3,286	2,967	2,735	2,291	1,520	1,086	879	595	344	134	30	5
2019	노원구	상계6.7동	한국인	34,492	1,315	1,507	1,492	1,816	2,303	2,422	2,303	2,813	2,681	3,275	2,957	2,730	2,289	1,517	1,086	879	595	344	134	30	4
2019	노원구	상계6.7동	외국인	156	7	3	1	2	18	33	29	16	15	11	10	5	2	3	-	-	-	-	-	-	1
2019	노원구	중계2.3동	계	36,763	1,028	1,326	1,444	2,074	2,390	2,157	2,007	2,548	2,801	3,510	2,987	2,835	2,742	1,994	1,754	1,514	971	470	159	39	13
2019	노원구	중계2.3동	한국인	36,609	1,027	1,326	1,443	2,073	2,379	2,141	1,984	2,525	2,785	3,495	2,964	2,824	2,731	1,994	1,754	1,512	971	470	159	39	13
2019	노원구	중계2.3동	외국인	154	1	-	1	1	11	16	23	23	16	15	23	11	11	-	-	2	-	-	-	-	-
2019	노원구	공릉1동	계	39,040	1,079	1,295	1,240	1,765	3,574	3,534	2,765	3,045	2,697	3,004	2,971	3,048	3,076	2,152	1,489	1,159	665	321	111	36	14
